,net,con,in,ex,it,meanAA,stdAA,meanSpike,stdSpike,BurstD0,BurstD1,BurstD2,BurstD3,BurstD4,BurstD5,MeanNrActivationsPerAstrocyte
7,1,2,70,70,7,1904.7009345794397,6204.67299207599,219.128,58.3207648783862,43.8256,11.664152975677199,4.0912,2.0864521465876003,6.11327862321117,1.69204911618128,1.481132075471698
8,1,2,70,70,8,2300.34579439252,6892.472631348211,201.396,55.262493465279,40.2792,11.052498693055801,3.9128,2.05295790507258,6.65716287470441,2.87088169144059,1.6320754716981132
9,1,2,70,70,9,2389.2523364485996,7614.417629308399,233.588,65.6156250903701,46.7176,13.123125018074,4.6544,2.41877668254016,6.263879747946071,1.5426185524593201,1.6886792452830188
0,2,0,70,70,0,4504.2990654205605,9403.80998569242,368.064,128.41870542876498,73.6128,25.683741085753102,12.2888,6.123968856877051,20.709054198327,4.89909043569201,3.1603773584905666
1,2,0,70,70,1,4197.728971962621,9454.96910502679,345.80800000000005,119.25181397362499,69.1616,23.850362794724997,10.6208,5.662809140347219,7.60430459862072,1.6195056400113002,2.962264150943396
2,2,0,70,70,2,3875.28971962617,9080.444655431891,277.676,92.8068694871237,55.5352,18.5613738974247,7.3656,4.287388090667791,6.899957065126831,1.4850635118731699,2.80188679245283
3,2,0,70,70,3,4196.71028037383,8540.03575471224,393.13599999999997,138.677170089384,78.6272,27.735434017876802,12.9016,7.1445026027009,7.84241860231481,1.41567393118915,3.1415094339622636
4,2,0,70,70,4,4522.42990654206,9340.310345373471,317.60400000000004,106.428676511549,63.5208,21.2857353023099,9.3776,5.3116455303418,7.3362807164496395,1.48593753750909,3.179245283018868
5,2,0,70,70,5,4115.71962616823,9065.734020103371,312.008,103.350742309864,62.4016,20.6701484619729,9.1144,4.986753717600259,7.21344597216072,1.40548820909808,3.0283018867924527
6,2,0,70,70,6,4491.46728971963,8935.02175608097,380.164,130.417089002937,76.0328,26.083417800587398,12.1112,6.69114897158926,7.34598678842475,1.3608517947161298,3.452830188679245
7,2,0,70,70,7,3948.1588785046706,8884.70629174907,318.884,109.124216120896,63.7768,21.8248432241792,9.1328,5.21308777597309,7.2419337975083105,1.45899270055031,2.849056603773585
8,2,0,70,70,8,4012.01869158879,9088.010836900079,312.95599999999996,104.66721580323,62.5912,20.933443160646103,9.3056,5.06006014193507,6.92232888073619,1.4483919716285198,2.9150943396226414
9,2,0,70,70,9,3898.69158878505,8474.478755410892,334.01199999999994,110.41027060921499,66.8024,22.082054121842898,9.9824,5.53739381297737,7.40187033536216,1.4867100468089198,2.9433962264150937
0,2,1,70,70,0,5480.990654205611,9116.99572124618,536.596,187.70862735633702,107.3192,37.54172547126729,20.2344,10.5264436843599,8.07437650303645,1.3822875304014501,4.028301886792453
1,2,1,70,70,1,5471.79439252337,9247.8073427875,515.2959999999999,181.048878438945,103.0592,36.209775687789104,18.8344,9.81221772281883,8.32087649978017,1.4800246498652199,3.820754716981132
2,2,1,70,70,2,4804.20560747664,8518.733694165941,484.14,166.238576750404,96.82799999999999,33.2477153500808,17.1944,9.03382801695936,7.762769093875691,1.4236844897345302,3.5566037735849063
3,2,1,70,70,3,5955.24299065421,9185.450909359059,603.668,212.961024077177,120.7336,42.5922048154354,22.875999999999998,9.619071888701109,25.318987351985804,5.47488940106239,4.59433962264151
4,2,1,70,70,4,5718.841121495329,9397.99500604443,556.4,204.132760722036,111.28,40.8265521444072,20.7016,9.40277817668799,24.160973243699498,5.059148040990969,4.235849056603773
5,2,1,70,70,5,5905.58878504673,9781.05243840687,568.448,204.63532269869702,113.6896,40.9270645397395,21.328000000000003,11.4269968058104,7.9577791613005,1.3626858331851501,4.235849056603773
6,2,1,70,70,6,4948.46728971963,8632.852091839879,454.616,155.964164294238,90.9232,31.192832858847602,15.7232,8.367280427952679,7.77326344882185,1.4889697703193,3.5566037735849063
7,2,1,70,70,7,5216.056074766359,8701.78535428195,551.432,196.756533248581,110.2864,39.3513066497162,20.2416,10.585432888644698,8.29206081312687,1.6316324337831298,3.820754716981132
8,2,1,70,70,8,5941.76635514019,9407.03747259628,576.332,206.884464801009,115.2664,41.3768929602018,22.4872,11.8144824753351,8.16377211425313,1.3185189765877,4.452830188679245
9,2,1,70,70,9,7022.89719626168,9016.22271442761,739.168,271.705391510732,147.8336,54.3410783021463,27.171999999999997,10.9226084796627,30.1338909140217,6.269904769746421,5.584905660377358
0,2,2,70,70,0,5570.878504672901,8946.41534302493,620.408,236.61136391982498,124.0816,47.322272783965104,23.1184,10.589280496804301,25.072514473947102,5.49832343017793,4.150943396226415
1,2,2,70,70,1,6973.635514018691,9894.29731760705,685.308,269.124085016559,137.0616,53.82481700331179,25.7496,11.8580074144015,25.4065686781651,5.98327394158346,4.943396226415095
2,2,2,70,70,2,5842.3457943925205,9401.4614106599,633.992,244.432894545722,126.7984,48.886578909144404,23.8752,11.1420835107264,24.5648183020048,5.71961354018927,4.566037735849057
3,2,2,70,70,3,5698.7757009345805,9125.20394477855,492.57199999999995,180.885192362448,98.5144,36.177038472489706,17.632,8.0393392763336,26.074585354453898,6.00856859784143,4.169811320754717
4,2,2,70,70,4,5528.10280373832,8932.166982772042,557.944,212.35814291898498,111.5888,42.471628583797,20.8968,9.88748247836627,23.831849378856102,5.42355699479262,4.037735849056603
5,2,2,70,70,5,6179.16822429907,9188.823671051801,623.8240000000001,236.680394253516,124.7648,47.336078850703295,23.2336,10.801443933104501,24.6720688963393,5.9633795772403095,4.650943396226415
6,2,2,70,70,6,6504.94392523365,9645.19542864056,698.064,269.31816853677003,139.6128,53.863633707354005,27.0984,12.6003713215127,23.2264405786126,4.9989052996540595,4.839622641509433
7,2,2,70,70,7,6153.75700934579,9307.4077198928,681.3760000000001,260.555258292747,136.2752,52.11105165854939,26.695999999999998,14.5707345044785,8.50012263640778,1.6820248358473102,4.811320754716982
8,2,2,70,70,8,6173.9158878504695,9603.02689052857,607.52,234.18610035610598,121.50399999999999,46.837220071221104,22.3072,10.3846823812768,25.4357540204983,5.76257335152448,4.358490566037736
9,2,2,70,70,9,5220.1214953271,9034.672196351079,499.30400000000003,191.193251931129,99.8608,38.23865038622571,18.3328,10.420946413833999,7.43154456620739,1.30125750272416,3.679245283018868
0,0,0,10,80,0,21578.261682243,12935.347976661298,2434.368,786.4610305514191,486.8736,157.292206110284,116.4384,37.4812097648942,8.51174988552789,1.9016207752184902,15.160377358490566
1,0,0,10,80,1,20870.8691588785,12657.9726699706,2597.868,833.8861280630589,519.5736,166.777225612612,123.84,38.9241518854297,8.66986681957577,1.95319041786949,15.18867924528302
2,0,0,10,80,2,20260.1869158878,12696.005893481,2631.38,836.166664965783,526.276,167.233332993157,124.9384,38.3864211074698,8.88360952823523,1.99509190756277,15.084905660377359
3,0,0,10,80,3,20132.2336448598,12386.607131702,2650.784,838.823968031434,530.1568,167.76479360628701,125.6784,38.70287138495021,8.892871266865699,1.96436912655777,15.29245283018868
4,0,0,10,80,4,20545.3364485981,12394.121430595,2516.752,802.1409268301919,503.3504,160.428185366038,120.6584,37.765541296795895,8.59674533582021,1.87199536541978,15.198113207547168
5,0,0,10,80,5,20649.6822429907,12160.8853900168,2479.936,785.041372097038,495.9872,157.008274419408,91.3608,18.727628343172604,27.502248057129897,5.8221227143190095,15.405660377358492
6,0,0,10,80,6,20661.9439252336,12438.8090242105,2492.82,792.0567174135949,498.564,158.411343482719,118.5288,37.378542113892,8.70391106762843,1.9076402521180298,15.358490566037734
7,0,0,10,80,7,19872.3271028037,12977.221184034699,2650.16,840.709504168949,530.0319999999999,168.14190083379,126.6168,39.186636979460204,8.68211622825525,1.93502174352788,15.226415094339625
8,0,0,10,80,8,21215.7663551402,13081.8169088624,2577.764,814.3689755289059,515.5528,162.873795105781,123.4192,38.1877963669024,8.65514440473959,1.8841928453353998,15.216981132075471
9,0,0,10,80,9,21083.0280373832,11680.602402896102,2264.0879999999997,719.3605495549499,452.8176,143.87210991099,87.9096,19.295147261423,24.100165896828297,4.91009897610543,15.31132075471698
0,0,1,10,80,0,19765.1869158879,12858.0820128499,2603.3,818.3172111107041,520.66,163.663442222141,125.3776,38.9751199900655,8.50853860950853,1.81482363686793,14.462264150943394
1,0,1,10,80,1,19250.0560747664,12586.9156383355,2685.8959999999997,832.763282802502,537.1792,166.5526565605,128.4264,38.3565684471382,8.760288188243951,1.9029306726664799,14.339622641509434
2,0,1,10,80,2,20285.3457943925,12511.3311648258,2413.2960000000003,768.8857446877271,482.6592,153.777148937545,93.26,19.6648498595845,24.4423697400785,5.05731064836606,14.39622641509434
3,0,1,10,80,3,20442.3177570093,12857.147744477801,2513.672,793.2997242001289,502.7344,158.659944840026,121.0552,37.5890110665338,8.52928469089464,1.8209908037296298,14.339622641509434
4,0,1,10,80,4,20204.2710280374,13116.6207841693,2636.808,828.138420275258,527.3616,165.627684055052,128.0712,39.8512380053619,8.284139308137599,1.7759267507575602,14.132075471698116
5,0,1,10,80,5,20402.523364486,12715.0118697383,2576.564,818.471789314696,515.3128,163.694357862939,123.5032,38.4722371296497,8.61287182806556,1.87622297281246,14.122641509433961
6,0,1,10,80,6,19762.0373831776,12813.9360291579,2520.772,778.045577081446,504.1544,155.609115416289,121.94,36.7760889709605,8.47037792114546,1.8209380604286998,14.075471698113208
7,0,1,10,80,7,20107.476635514,12967.1451057424,2600.276,818.364011808926,520.0552,163.672802361785,124.304,38.068633597753404,8.67806203414845,1.92032808510171,14.773584905660375
8,0,1,10,80,8,20306.3738317757,12926.4517646853,2546.476,798.7467792886549,509.2952,159.749355857731,92.1368,17.877548091391102,28.515526797685105,6.011745730673809,14.669811320754715
9,0,1,10,80,9,19564.018691588797,12720.591724158701,2576.556,799.3101918929849,515.3112,159.862038378597,124.1096,38.21649052228629,8.53865312736125,1.76866783867102,14.877358490566039
0,0,2,10,80,0,21823.5046728972,11407.8622153647,2130.9320000000002,682.1532491867209,426.1864,136.430649837344,89.5504,21.6281321394151,19.7966774988342,3.9622659206123503,15.320754716981131
1,0,2,10,80,1,21285.5046728972,11114.6180963427,2298.888,736.738007337751,459.7776,147.34760146755,111.81200000000001,35.8463835832849,8.11161881534025,1.67644007786785,15.981132075471699
2,0,2,10,80,2,20636.289719626202,11213.1309166283,2208.252,710.8935591887159,441.6504,142.178711837743,90.38,21.5084522920642,20.989150374457,4.21547330340342,15.509433962264152
3,0,2,10,80,3,21758.3925233645,11915.8830207284,2145.324,693.2726411910401,429.0648,138.654528238208,88.4832,21.2360928082357,20.569638546247802,4.17640735305404,15.452830188679245
4,0,2,10,80,4,22209.2429906542,11446.0137409396,2206.152,709.373374814702,441.2304,141.87467496294,108.4024,35.51463239623921,7.78499871945893,1.6128157765753999,15.481132075471699
5,0,2,10,80,5,20529.0747663551,12029.641469398,2446.776,788.82511485373,489.3552,157.765022970746,92.7888,19.8566914303466,25.4350235659405,5.39332420319839,15.933962264150946
6,0,2,10,80,6,21678.8130841121,11604.7156255597,2289.904,730.1938638361729,457.9808,146.038772767235,89.7512,19.9245621924297,23.7319835708575,4.74713487320955,15.849056603773587
7,0,2,10,80,7,21324.7663551402,12099.3221170888,2234.616,718.197346516958,446.9232,143.639469303392,111.2752,36.5698338109431,7.25932146424307,1.4609695042006898,15.38679245283019
8,0,2,10,80,8,21774.5420560748,11623.958878335801,2110.348,687.3581154652941,422.0696,137.471623093059,102.4616,33.983570816499,8.013983574821909,1.60792745078978,15.745283018867926
9,0,2,10,80,9,21633.065420560702,11136.303987847099,2033.4160000000002,640.646831681856,406.6832,128.129366336371,99.4856,32.3803130411057,7.86989795004091,1.55380149265985,15.235849056603776
0,1,0,10,80,0,20005.1588785047,12816.8588962121,2057.952,590.887764043223,411.5904,118.177552808645,84.2104,18.9344313841214,22.6542174791858,4.081973155750791,14.028301886792455
1,1,0,10,80,1,19225.1214953271,12281.8543165325,2224.88,639.839112277454,444.976,127.967822455491,88.2912,18.5155502904991,24.547125930443002,4.64926262357845,14.367924528301884
2,1,0,10,80,2,18942.2803738318,12122.0835697055,2076.32,592.986483488452,415.264,118.59729669768998,82.9328,17.3556758485517,25.0497948355267,4.34417603796942,13.754716981132074
3,1,0,10,80,3,19261.9626168224,12898.803050986398,2302.1279999999997,670.0226441068991,460.4256,134.00452882138,109.8336,32.590729832883504,8.96357968590809,1.7270625001068702,14.330188679245285
4,1,0,10,80,4,19578.2242990654,12637.8351077774,2107.956,613.257057084548,421.5912,122.65141141691002,88.7112,20.4945718315851,20.8426028470207,3.61583580517575,13.990566037735848
5,1,0,10,80,5,19627.2336448598,12637.1847794917,2071.28,607.28760369367,414.256,121.457520738734,101.0816,31.376654720349002,7.915844051271731,1.45710229561747,14.198113207547168
6,1,0,10,80,6,18330.1495327103,12074.331945145701,2208.636,629.017067736639,441.7272,125.80341354732799,105.5888,31.227975191485,8.82725048186776,1.64796163925329,14.141509433962266
7,1,0,10,80,7,19697.4299065421,12757.6112192208,2093.66,594.393331389241,418.73199999999997,118.878666277848,102.6272,30.8211287943839,7.855152140896079,1.38212585522929,14.566037735849054
8,1,0,10,80,8,19427.3644859813,12553.479331820301,2022.7079999999999,579.302406982743,404.5416,115.86048139654899,85.4064,19.4126958210342,20.7435620151247,3.4789665069843596,13.943396226415095
9,1,0,10,80,9,19146.523364486,12818.2646377823,2218.212,636.818767826452,443.6424,127.36375356529,105.6448,31.695197001438604,8.88588492031604,1.6459084795179901,14.339622641509434
0,1,1,10,80,0,18719.2990654206,13148.5616947076,2536.904,722.570195056508,507.3808,144.514039011302,122.52799999999999,35.5816528002846,8.57195900803981,1.61599622392046,13.698113207547168
1,1,1,10,80,1,18342.8130841121,12916.976160953202,2352.8160000000003,673.736320932752,470.5632,134.74726418655,91.1832,18.3705905664461,25.797317799931196,4.94599591244888,13.88679245283019
2,1,1,10,80,2,18578.0841121495,12987.7969850793,2297.82,659.300177157568,459.564,131.860035431514,91.97200000000001,19.489033223841602,23.328776462082896,4.3564823459587405,13.641509433962266
3,1,1,10,80,3,19291.2803738318,13286.6330156798,2294.784,654.288671263686,458.9568,130.857734252737,112.4672,33.2691707765613,8.10000858666358,1.4895239915911698,14.018867924528301
4,1,1,10,80,4,18307.1775700935,12840.9427266325,2397.804,674.3607325341529,479.5608,134.872146506831,117.492,33.9477954512513,8.2356125854904,1.49999931106846,13.981132075471699
5,1,1,10,80,5,18908.2336448598,13328.5167999143,2387.848,680.194172935935,477.5696,136.038834587187,116.8224,34.1725851852036,8.17821331883715,1.5411649635004399,13.820754716981131
6,1,1,10,80,6,19130.8598130841,13439.1306895434,2411.032,701.068612174301,482.2064,140.21372243486,117.1312,34.9291635536839,8.39907830422949,1.5689004767917298,13.990566037735848
7,1,1,10,80,7,19219.093457943898,13847.750318003702,2374.136,683.180659492056,474.8272,136.636131898411,116.1384,34.505362560622395,8.14807478026173,1.47468758593509,13.650943396226413
8,1,1,10,80,8,18341.4579439252,13306.184379235601,2481.34,703.405885957745,496.26800000000003,140.68117719154898,120.40799999999999,34.656664813568,8.475872974850661,1.55504952563679,13.575471698113208
9,1,1,10,80,9,19173.551401869197,13530.755944671899,2364.72,675.653723145222,472.944,135.130744629044,115.9832,33.791902547208,8.137361077551839,1.5259284414303702,13.933962264150946
0,1,2,10,80,0,19193.8411214953,12996.4877075219,2341.092,656.5627064766929,468.2184,131.312541295339,114.3752,33.122051037941496,8.19245912043815,1.48209507633408,13.971698113207545
1,1,2,10,80,1,19754.4205607477,13035.8669945564,2360.976,656.028919655224,472.1952,131.205783931045,116.2112,33.5175302574638,8.04763971324044,1.40744451318299,14.11320754716981
2,1,2,10,80,2,18733.6168224299,13238.7810798179,2363.44,668.5223155587249,472.68800000000005,133.70446311174499,115.35600000000001,33.6862533387137,8.2438673161204,1.4810092965015103,14.132075471698116
3,1,2,10,80,3,19132.448598130803,13269.505301918301,2303.34,642.754833820797,460.668,128.550966764159,112.4008,32.6520835378081,8.23236881968405,1.4520973538510302,13.820754716981131
4,1,2,10,80,4,18508.4953271028,12857.0556325971,2347.192,659.2375680557051,469.4384,131.84751361114098,114.27600000000001,33.0771677143011,8.27802784151315,1.48208951525435,13.858490566037734
5,1,2,10,80,5,18657.9252336449,13060.0689874528,2455.38,693.615631023408,491.07599999999996,138.72312620468202,119.5712,34.625638630356,8.35834935158581,1.51782158200901,14.358490566037734
6,1,2,10,80,6,19449.4672897196,13071.2149635281,2381.82,664.088930490488,476.36400000000003,132.817786098098,90.83200000000001,17.0951295988068,26.7052539659267,4.9290128865435,14.084905660377359
7,1,2,10,80,7,19185.6074766355,13583.1732082998,2340.272,650.390201353003,468.0544,130.078040270601,114.6144,32.8910266279421,8.19458500205471,1.4162849045707,13.783018867924529
8,1,2,10,80,8,18858.0841121495,12585.2908937686,2334.888,646.083724803527,466.9776,129.216744960705,113.7936,32.323944670166696,8.329012041086559,1.4887158788366597,14.339622641509434
9,1,2,10,80,9,19523.6168224299,13048.1041059503,2280.328,628.4580530282029,456.0656,125.691610605641,112.2192,32.3912721479105,7.979314925712361,1.39221535293191,14.018867924528301
0,2,0,10,80,0,19145.5794392523,13110.8113573988,2687.14,1002.7000789867301,537.428,200.540015797347,132.4208,49.9828919467451,6.7068827872257195,1.55943330225945,14.405660377358492
1,2,0,10,80,1,19457.1121495327,12975.4835966472,2549.944,947.313251709275,509.9888,189.462650341855,124.5272,46.845468299078796,6.851369881982619,1.61760405529615,14.594339622641508
2,2,0,10,80,2,20061.8037383178,12281.495678526599,2291.472,846.2298796520951,458.2944,169.245975930419,99.5912,29.909052852940697,14.3640519479276,3.2558985961562903,14.556603773584905
3,2,0,10,80,3,19609.1869158879,13299.0023588525,2648.152,988.744889694,529.6304,197.7489779388,129.784,49.031582311812,6.73859376981987,1.61193992865594,14.528301886792455
4,2,0,10,80,4,19725.2429906542,13025.3795932569,2747.196,1022.2385815376,549.4392,204.44771630751998,134.2,50.122170743095296,6.876096621305081,1.6577680198348002,14.29245283018868
5,2,0,10,80,5,19584.3925233645,12277.6161151949,2670.3720000000003,995.261047974852,534.0744,199.05220959496998,130.5128,48.879148071135596,6.80875770113964,1.64077222830247,14.349056603773587
6,2,0,10,80,6,19320.4672897196,13168.714914926699,2616.388,969.6792239993599,523.2776,193.93584479987203,128.9512,48.717753833279296,6.687284703137059,1.53920539516778,14.047169811320755
7,2,0,10,80,7,18974.7476635514,12857.122129038,2713.5879999999997,1015.63381307241,542.7176,203.126762614482,131.4984,49.214678272239105,7.00264557181658,1.71837018598923,14.5
8,2,0,10,80,8,19017.1869158879,12372.678591766498,2697.288,1000.16856832036,539.4576,200.033713664072,131.8096,49.610378630282604,6.86334856724136,1.64776669028025,14.5
9,2,0,10,80,9,19279.4859813084,12887.3897274864,2608.42,960.3205525239999,521.684,192.0641105048,110.2208,31.749689248242998,15.582878738645501,3.6063001039394504,14.367924528301884
0,2,1,10,80,0,19523.6448598131,13642.939120848701,2818.272,1018.682025961,563.6544,203.736405192199,137.5664,49.151294500145205,7.00870860871388,1.7108878420166298,13.820754716981131
1,2,1,10,80,1,19143.6635514019,13129.7475329622,2895.028,1067.54332709076,579.0056,213.50866541815103,140.9744,50.864692514946,6.972363933514731,1.7185089531718098,13.971698113207545
2,2,1,10,80,2,19361.7943925234,13373.4080836117,2785.952,1009.6763430406801,557.1904,201.935268608136,135.4544,47.90018873282229,7.09062523390985,1.73207428494968,13.981132075471699
3,2,1,10,80,3,19544.2242990654,14281.666633748999,3033.7,1104.8131652003399,606.74,220.962633040069,148.136,52.610095457050804,6.971005549028059,1.7389644432252198,14.150943396226413
4,2,1,10,80,4,18709.0747663551,13512.027458223798,3021.112,1097.60580330827,604.2224,219.52116066165502,146.424,51.9614755756609,7.1542586444672,1.72896764012277,14.028301886792455
5,2,1,10,80,5,19160.2242990654,13172.7486358234,2992.4840000000004,1102.70275674998,598.4968,220.540551349995,107.5888,25.8271832486626,22.888993818552198,5.76449589997725,13.943396226415095
6,2,1,10,80,6,18638.8504672897,13886.852134373,3102.244,1131.85029772669,620.4488,226.370059545338,149.6984,52.850640085433206,7.2707237030078495,1.8326621476492102,13.867924528301884
7,2,1,10,80,7,19089.1214953271,13763.4660372695,3089.308,1125.6776008858,617.8616,225.135520177159,149.1776,53.002253331721704,7.22841965367347,1.7819107698291001,14.0
8,2,1,10,80,8,20218.6168224299,14310.2318245326,2824.008,1034.5251432111302,564.8016,206.905028642225,137.3008,49.5433264866218,7.033752597664581,1.71449723641687,14.198113207547168
9,2,1,10,80,9,18708.2990654206,13446.585129648302,2898.1440000000002,1046.0082577417802,579.6288,209.201651548357,140.4312,49.489462176912,7.197851028558169,1.7527655768355601,14.018867924528301
0,2,2,10,80,0,19380.214953271003,13440.092575218001,2870.132,1123.49470607386,574.0264,224.698941214773,138.9256,53.9524359472304,6.957385338397031,1.76860953276739,14.094339622641508
1,2,2,10,80,1,19476.785046728997,13477.2057775571,2842.1079999999997,1099.94489331784,568.4216,219.988978663569,135.408,51.7657486761275,7.292034003883179,1.8902520220304098,14.283018867924529
2,2,2,10,80,2,18899.4953271028,13488.7909397519,3020.744,1162.57576719283,604.1488,232.51515343856602,145.1184,54.9060759974705,7.18818352716817,1.8792813219993703,14.301886792452832
3,2,2,10,80,3,18463.2803738318,13329.542858575,3108.952,1195.08695486814,621.7904,239.017390973628,148.0088,55.9181580755303,7.3466409396741605,1.91170904651077,14.301886792452832
4,2,2,10,80,4,18697.5607476636,13099.6539279233,3119.9640000000004,1197.50645706151,623.9928,239.501291412301,148.5,55.926795724411,7.392965871991231,1.91671615417313,14.405660377358492
5,2,2,10,80,5,18844.3551401869,13354.468822736,2958.3759999999997,1145.35438822401,591.6752,229.070877644802,141.6912,54.113498524490204,7.231828983729611,1.87018023953024,14.462264150943394
6,2,2,10,80,6,19210.4299065421,13455.488493556299,2917.232,1115.9585485922,583.4464,223.191709718439,111.4304,30.0259733537482,19.7838966857119,5.06927536895253,14.20754716981132
7,2,2,10,80,7,18672.598130841103,13823.4284884377,2994.06,1159.8766798242,598.812,231.975335964839,143.9664,55.3466355891666,7.12596956552845,1.8057581041333797,13.60377358490566
8,2,2,10,80,8,18838.2056074766,13248.050081693998,2817.228,1085.55688198086,563.4456,217.111376396171,136.5592,52.3106789801088,6.9581399964196695,1.76476209154157,14.084905660377359
9,2,2,10,80,9,19636.214953271003,13042.093424666202,2715.744,1053.1819778480801,543.1488,210.636395569617,131.1536,50.348399845874006,7.03351014265535,1.81806562297609,14.264150943396224
0,0,0,50,80,0,17824.261682243,10894.272934558001,1512.388,488.94226801944603,302.4776,97.7884536038892,69.28,26.326935256501102,9.21392641919343,1.6370530157928702,13.226415094339625
1,0,0,50,80,1,18929.1495327103,11698.6275701199,1474.4679999999998,488.620630935698,294.8936,97.7241261871397,66.7608,26.026618361977,9.19203904396702,1.8030767267428702,13.084905660377359
2,0,0,50,80,2,17258.710280373798,10993.9707070156,1417.656,460.52972288876197,283.5312,92.1059445777524,57.8968,16.7727991033101,25.1248849026303,4.9987157023285,12.273584905660375
3,0,0,50,80,3,18128.831775700903,11080.868309616599,1411.7160000000001,468.9119526563599,282.3432,93.78239053127191,57.4456,17.046627837786602,26.121368281396197,5.01175187729776,13.122641509433961
4,0,0,50,80,4,16715.6728971963,10410.279981130501,1496.6760000000002,485.45576422986295,299.3352,97.0911528459725,59.176,16.1118510420125,28.294059553639396,5.57251312794878,12.820754716981131
5,0,0,50,80,5,17233.6355140187,11323.148438018201,1700.056,548.184856470881,340.0112,109.636971294176,77.9648,28.5578269649496,9.42300147052067,1.8262989065286201,13.547169811320755
6,0,0,50,80,6,17642.0373831776,11189.6316225812,1550.0079999999998,506.63207156278605,310.0016,101.32641431255699,60.9776,16.1706938082446,28.591764295592604,6.04379485890677,13.29245283018868
7,0,0,50,80,7,17767.168224299097,10350.5685874666,1435.852,470.81979365358,287.1704,94.16395873071609,65.4328,25.2446914055213,8.96123849843877,1.7255113272316598,12.971698113207545
8,0,0,50,80,8,17942.1214953271,11267.1100854135,1530.628,507.592184352754,306.1256,101.518436870551,60.751999999999995,16.7876602300618,27.8663387270666,5.794303881076501,12.990566037735848
9,0,0,50,80,9,17009.906542056102,10762.2235668757,1448.332,465.555906176691,289.6664,93.11118123533821,66.2864,25.1499100403958,8.99289936653874,1.7048176031402702,12.160377358490566
0,0,1,50,80,0,17359.3738317757,11636.344439570601,1699.96,553.620279975364,339.99199999999996,110.72405599507299,67.3096,18.182611139217602,27.6276020147978,5.814606414084571,12.88679245283019
1,0,1,50,80,1,17734.5887850467,11695.2263038469,1612.24,512.7968627049121,322.448,102.559372540982,75.0248,27.845606205647602,8.67810908445083,1.58393802318974,12.820754716981131
2,0,1,50,80,2,16824.8971962617,11091.260478778899,1554.092,498.188883392635,310.8184,99.63777667852689,60.6736,16.1756564948691,30.1049549531099,5.764088165192809,12.415094339622641
3,0,1,50,80,3,16746.523364486,10813.6378598265,1585.06,500.702882356393,317.012,100.14057647127899,73.0216,26.5879614382148,9.32955611199907,1.69326244048465,12.801886792452832
4,0,1,50,80,4,16798.831775700903,10982.9375838935,1594.392,514.299630892343,318.8784,102.85992617846901,63.4944,17.155021674133803,27.8321742869886,5.49437117874493,12.339622641509434
5,0,1,50,80,5,17710.0373831776,11882.2749575503,1763.744,575.819296710348,352.7488,115.16385934206998,65.5944,16.2255443249217,33.573129889286896,7.55018699260411,12.971698113207545
6,0,1,50,80,6,17020.738317757,11181.878908820401,1579.2479999999998,498.910190811934,315.8496,99.7820381623867,72.2744,26.2837209055339,9.40052904334344,1.72535452317666,12.556603773584905
7,0,1,50,80,7,17525.7289719626,11136.8555668644,1540.18,507.71381269372597,308.036,101.54276253874501,62.9176,17.7960470397221,25.767143885542396,5.0645256435475705,12.584905660377359
8,0,1,50,80,8,17886.710280373798,11305.9435770925,1454.924,461.22506244132103,290.9848,92.24501248826411,58.1392,16.051122806831902,27.464624412947604,5.27222740887325,12.745283018867926
9,0,1,50,80,9,17073.214953271003,10689.9551934471,1518.9,490.531925566522,303.78,98.1063851133044,61.032,17.0746858243424,26.2669582794279,5.32903050618283,12.358490566037734
0,0,2,50,80,0,17959.214953271003,9753.35567274304,1231.3,402.67358741293197,246.26,80.5347174825864,50.6072,15.541226082906102,24.830330253171,4.52806754603671,13.10377358490566
1,0,2,50,80,1,17428.9626168224,9445.36089357191,1398.332,447.045426971354,279.6664,89.4090853942707,56.8328,16.0625092734604,26.2057512789882,5.06594691241379,13.641509433962266
2,0,2,50,80,2,16886.5794392523,10521.6723254463,1226.632,395.67553446732103,245.3264,79.1351068934642,50.7504,15.003853499684698,24.7117853528803,4.57633988131434,12.226415094339625
3,0,2,50,80,3,17361.8411214953,10133.9643036409,1133.708,373.56561771126604,226.7416,74.7131235422533,47.3168,14.8365102958883,23.336293204800896,4.16638088218998,12.29245283018868
4,0,2,50,80,4,16887.1214953271,9448.65080287046,1155.276,372.077045548365,231.0552,74.415409109673,51.7352,20.681310426566302,8.49470461218934,1.46376122077878,11.915094339622641
5,0,2,50,80,5,17246.9719626168,9623.1704535799,1070.224,348.03723626071996,214.0448,69.6074472521439,44.7224,14.3627705628127,22.9277812866165,4.13626375246373,11.584905660377359
6,0,2,50,80,6,16148.8971962617,9462.14346894056,1007.076,327.90592282543497,201.4152,65.581184565087,41.9648,13.595871467471301,22.7678566855371,4.00394218573009,11.056603773584905
7,0,2,50,80,7,18140.2429906542,9893.08368984244,1348.016,438.232175614708,269.6032,87.64643512294158,61.4112,24.132736988580497,8.79154935398579,1.5085321368098799,13.056603773584905
8,0,2,50,80,8,17248.6355140187,9462.8510437656,1172.14,377.12962280892197,234.428,75.4259245617845,47.3168,14.3216911627084,25.165737062817396,4.739131668435889,12.38679245283019
