,net,con,y_astro,it,BurstD0,BurstD1,BurstD2,BurstD3,BurstD4,BurstD5,MeanNrActivationsPerAstrocyte
332,2.0,0.0,0.075,2.0,44.708,16.26670759557692,4.124,1.0250385358609695,1053.0535751143036,434.4425511842085,2.207547169811321
333,2.0,0.0,0.075,3.0,46.58320000000001,16.219885257300678,6.1976,3.3064534232316047,27.74227929747392,8.231675856025806,2.292452830188679
334,2.0,0.0,0.075,4.0,47.1904,16.717805712473155,6.4008,3.5060404104915848,22.855687267070408,7.452444690787503,2.3301886792452833
335,2.0,0.0,0.075,5.0,47.1872,15.79492058099692,6.1672,3.23788266618789,27.876627375485484,8.461794632981176,2.452830188679245
336,2.0,0.0,0.075,6.0,44.988,15.805447668446472,5.8344,3.1762016056919307,23.26896887211303,7.2795522993671264,2.292452830188679
337,2.0,0.0,0.075,7.0,46.0696,16.20724146300042,6.1752,3.4047767856351463,23.21783216166874,7.4266539317215505,2.462264150943396
338,2.0,0.0,0.075,8.0,47.2128,16.917876821870998,6.504,3.5292696128235934,20.48824520436065,5.743170818776297,2.462264150943396
339,2.0,0.0,0.075,9.0,48.64,16.962311163281967,6.672000000000001,3.5290247944722632,25.89209175737516,7.5340782609812615,2.462264150943396
340,2.0,1.0,0.075,0.0,61.21040000000001,21.216771946740625,8.9296,4.555489418273298,30.46455522671524,8.035808352434378,2.5660377358490565
341,2.0,1.0,0.075,1.0,56.0392,19.36553390330357,8.16,4.290156174313472,22.119013063644587,5.8201918424324655,2.1320754716981134
342,2.0,1.0,0.075,2.0,58.7896,19.96514692758358,8.741599999999998,4.2340275672224905,27.241282335957564,7.357942532026621,2.5
343,2.0,1.0,0.075,3.0,54.3856,18.83526354049765,8.0088,4.141005018108526,23.514275007922066,5.956049530880529,2.0943396226415096
344,2.0,1.0,0.075,4.0,74.87039999999998,27.7734809456791,12.2752,6.114437419746808,29.188674344820786,7.179443235164577,2.3773584905660377
345,2.0,1.0,0.075,5.0,63.2576,22.403047164169436,9.68,4.956095237180174,26.660503917587288,6.798539902325287,2.0943396226415096
346,2.0,1.0,0.075,6.0,66.08160000000001,24.463086915595923,10.4448,5.363184964179402,27.72972773263083,7.040956824882112,2.4245283018867925
347,2.0,1.0,0.075,7.0,55.4232,19.615217096937773,7.589600000000001,3.9610973025160585,29.417774196623945,7.848226225295979,2.179245283018868
348,2.0,1.0,0.075,8.0,74.6296,27.428392658703128,5.953600000000002,1.1685576750849742,728.4039926590573,229.3978159552503,2.462264150943396
349,2.0,1.0,0.075,9.0,58.0664,19.831076396403702,8.5464,4.366619635370133,24.982949685646616,6.7663965405123765,2.509433962264151
350,2.0,2.0,0.075,0.0,63.58560000000001,22.96216959784071,9.7912,4.966552381682892,28.52819744786705,7.685221689432902,2.650943396226415
351,2.0,2.0,0.075,1.0,56.844800000000006,21.0516372987946,8.3608,4.600441648363773,25.441830576775022,7.504841928351421,2.2169811320754715
352,2.0,2.0,0.075,2.0,57.784,21.621908888902478,8.5888,4.599081925776057,29.45811721230705,8.191949844307864,2.30188679245283
